name,category,coordenadas,num_of_reviews,business_id,city,state,stars,review_count
Hall and Wrye Plastic Surgeons,Medical spa,"39.5264598, -119.8874518",138,Mp1bgYGkHtFAZGUkr70KBw,Reno,PA,4.0,36
Hotel Vinache,Hotel,"29.9561903, -90.0745672",1,QQWQQaaHh7ZIx9pitLwnzg,New Orleans,FL,2.5,29
Nola Rent-A-Car,Car rental agency,"29.9823786, -90.2604639",33,NYDLUYtk6gn2-YdYXkGgsw,Kenner,TN,2.0,10
Componere Gallery-Art & Fshn,Art gallery,"38.656112, -90.3046858",27,4cspQUWFdvstp7xJmChYcA,Saint Louis,LA,4.0,6
AAA Belleair,Travel agency,"27.917957, -82.817059",33,kBbtYlzHXqMLj_8ZkupvwA,Belleair Bluffs,PA,4.5,5
U-Haul Neighborhood Dealer,Truck rental agency,"39.5385654, -119.7754237",8,ZGcOdJA6daXYKugq3wQBVw,Sparks,TN,2.0,5
U-Haul Neighborhood Dealer,Van rental agency,"39.5385654, -119.7754237",8,ZGcOdJA6daXYKugq3wQBVw,Sparks,TN,2.0,5
11th and Idaho Building,Park,"43.618171, -116.2062901",4,FZ3759DVo6Q2Eg_wOlJ9TA,Boise,FL,4.5,7
Transitions Medspa,Medical spa,"39.9065477, -86.0501721",14,T_NLEkpeSugfHpiFD15npA,Indianapolis,NV,4.5,9
Transitions Medspa,Spa,"39.9065477, -86.0501721",14,T_NLEkpeSugfHpiFD15npA,Indianapolis,NV,4.5,9
Massage Envy,Massage spa,"29.91593, -90.115448",68,DbdrXH1zU80bjGl6fBFuLw,New Orleans,IN,3.0,46
Massage Envy,Facial spa,"29.91593, -90.115448",68,DbdrXH1zU80bjGl6fBFuLw,New Orleans,IN,3.0,46
U-Haul Neighborhood Dealer,Truck rental agency,"27.9518113, -82.484774",38,kBsk0tuwQxadTlf47y2Yog,Tampa,PA,2.0,5
U-Haul Neighborhood Dealer,Van rental agency,"27.9518113, -82.484774",38,kBsk0tuwQxadTlf47y2Yog,Tampa,PA,2.0,5
Finer Frames,Art gallery,"43.6953176, -116.3522899",35,nskzI-fb6MyDpt6d1gJUkA,Eagle,PA,5.0,7
Feet For Life Podiatry in St. Louis: Bunion - Flat Feet - Heel Pain - Neuroma Surgeons,Medical Center,"38.6610134, -90.3593483",68,u-53COoawwK8kyr-ZPsDRQ,Saint Louis,PA,2.5,18
Hong Massage & Spa,Massage spa,"28.1907558, -82.4581008",26,d7xYFF1n4GRlfhoBbSwy3A,Land O' Lakes,IN,4.5,8
Sandava Spa,Day spa,"27.9737827, -82.8290238",8,Bpq7C0GvHamHIe59n9tqdw,Clearwater,FL,4.0,276
Reflections Therapeutic Massage,Massage spa,"27.967678, -82.766796",145,qcoXV9os1QjsYRwdFqdOvg,Clearwater,MO,4.5,26
La Biotique Lash & Brow Studio,Spa,"39.9140651, -86.1111523",8,wHtpSkQ_6spYOl-8-ZCZFw,Indianapolis,PA,3.5,5
La Biotique Lash & Brow Studio,Spa,"39.9140651, -86.1111523",8,tJz0LQ34jG8KUmm99M_T-A,Indianapolis,PA,3.5,7
La Biotique Lash & Brow Studio,Spa,"39.9140651, -86.1111523",8,8ss6cbBct2By3NeBitG7GA,Indianapolis,FL,4.0,14
La Biotique Lash & Brow Studio,Spa,"39.9140651, -86.1111523",8,tBIzOvpDGBY08nvRyxgc8g,Indianapolis,NJ,3.0,8
La Biotique Lash & Brow Studio,Spa,"39.9140651, -86.1111523",8,6rHkbnusEXuRR0ep4QNIbg,Indianapolis,TN,3.5,11
La Biotique Lash & Brow Studio,Spa,"39.9140651, -86.1111523",8,CGDUYNLotgvAbq-G7hsBXw,Indianapolis,NJ,4.5,6
The SkinCare Girl,Facial spa,"39.5531493, -119.7535615",13,nOyphAl0JQ8JrvNi93pclQ,Sparks,IL,4.5,103
The Florida Psychiatric Center,Medical Center,"27.9545913, -82.5247395",8,PDpG8iFRvwE_kwmpUQiGHw,Tampa,TN,2.5,6
Spring Massage,Massage spa,"43.6191115, -116.3690901",25,WExEWbjVv8s5xEZauYe68Q,Meridian,FL,3.5,9
Spring Massage,Massage spa,"43.6191115, -116.3690901",25,ApzYdt8Usg2VcuZUFJiqFQ,Meridian,AB,4.5,6
U-Haul Neighborhood Dealer,Truck rental agency,"38.7238209, -90.3371189",3,6i5VfBX0uehaTbXPn8GLaw,Saint Louis,LA,3.5,6
U-Haul Neighborhood Dealer,Van rental agency,"38.7238209, -90.3371189",3,6i5VfBX0uehaTbXPn8GLaw,Saint Louis,LA,3.5,6
The Arch,Apartment complex,"39.9553175, -75.1680488",8,MUYjCWUYgEBAXyI8MZhUww,Philadelphia,IN,2.0,75
500 Fifth Apartments,Apartment building,"36.168292, -86.783142",44,oiwZXy6pMbcSqUq_Gr7VOg,Nashville,FL,2.0,5
500 Fifth Apartments,Apartment complex,"36.168292, -86.783142",44,oiwZXy6pMbcSqUq_Gr7VOg,Nashville,FL,2.0,5
Sheer Medical Aesthetic Boutique,Spa and health club,"27.9313366, -82.5095353",33,OJYSWCK-MYbLqsn5ildbNA,Tampa,FL,4.0,11
Sheer Medical Aesthetic Boutique,Spa and health club,"27.9313366, -82.5095353",33,KwilllahEB9FznFr0utYvg,Tampa,NJ,4.5,6
The LaBranche House,Tourist attraction,"29.9581077, -90.0646285",13,WeU7pN8VmkhxiVD71-pWGA,New Orleans,PA,3.5,5
Esthetique Facial Spa,Facial spa,"29.9416125, -90.1300165",58,P4vjBAIoxRMTJ25KslNocw,Metairie,IN,4.5,82
Esthetique Facial Spa,Day spa,"29.9416125, -90.1300165",58,P4vjBAIoxRMTJ25KslNocw,Metairie,IN,4.5,82
Potentialist Workshop,Performing arts theater,"39.5271267, -119.7996434",27,98xoaVmAAbbyL_mlgcnkoQ,Reno,PA,4.5,6
Knot Magic Muscle Therapy,Massage spa,"38.6512139, -90.3516629",86,kcvZDixGXqJ6A4ePgEaiVg,Ladue,PA,3.5,18
Knot Magic Muscle Therapy,Massage spa,"38.6512139, -90.3516629",86,bAj2N3USGLQpNCjecCfdyg,Saint Louis,LA,3.5,10
Beauty Brands,Facial spa,"32.3407439, -111.0121423",38,0_JXA7K1OxZv0I8ZZ59H9Q,Tucson,LA,3.0,21
Beauty Brands,Spa,"32.3407439, -111.0121423",38,0_JXA7K1OxZv0I8ZZ59H9Q,Tucson,LA,3.0,21
Mad Fitness SB,Fitness center,"34.4232044, -119.7064953",28,HV2e_1lZv4T2rrNiAxsnjQ,Santa Barbara,LA,5.0,37
Breath of Life Health and Wellness Center,Health spa,"38.6159509, -90.3483737",2,k9qFNafEUmNbCb1bky5swA,Saint Louis,PA,2.5,62
Millennium Hotel St Louis,Hotel,"38.622838, -90.1889457",33,4EGJGPoqxyLZzVcO4feBXg,Saint Louis,FL,2.0,112
Outlaw Barber Shop,Facial spa,"36.1464666, -86.7949229",17,aov-4pLFArKwRARhSK52Xw,Nashville,NJ,5.0,6
Jefferson Urgent Care - Grant Avenue,Urgent care center,"40.0804412, -75.0263406",48,GS2BewsfyISrKQXjXllmbg,Philadelphia,FL,3.0,10
The Cadence Tucson,Apartment building,"32.2216029, -110.9661713",148,9Ue0NTSsStu85mxuv-qMtQ,Tucson,NV,4.0,123
The Cadence Tucson,Furnished apartment building,"32.2216029, -110.9661713",148,9Ue0NTSsStu85mxuv-qMtQ,Tucson,NV,4.0,123
AdventHealth Centra Care South Tampa,Urgent care center,"27.9475966, -82.5052855",248,Y1jceiydoCCvmb9eFGmbwg,Tampa,TN,3.0,30
Kensington Tours,Tour agency,"39.7910637, -75.5457301",6,-e2IXX106XDm15d7Cr4qXA,Wilmington,FL,3.5,5
Mercer-Burlington Bowling Association,Bowling alley,"40.2671293, -74.8016353",1,3WGYUXGuUgpqnDwLoG1v7Q,Ewing,AB,3.0,12
Massage Envy,Massage spa,"43.6152049, -116.3527092",98,cCvIn99OAdoRKdoeByGbSQ,Meridian,TN,3.5,24
Massage Envy,Facial spa,"43.6152049, -116.3527092",98,cCvIn99OAdoRKdoeByGbSQ,Meridian,TN,3.5,24
Woodlawn Park,Apartment complex,"27.7890506, -82.6563176",44,IYaMBXAdWB7iWeHsAN5qeQ,Saint Petersburg,ID,3.0,11
Glenn Dallas Gallery,Art gallery,"34.420955, -119.701742",8,rlh6-MqKplp6DE42aRuS6w,Santa Barbara,PA,5.0,20
Glenn Dallas Gallery,Art gallery,"34.420955, -119.701742",8,yCxA2uybxz9WByw1saTAYA,Santa Barbara,AB,2.0,12
Glenn Dallas Gallery,Museum,"34.420955, -119.701742",8,rlh6-MqKplp6DE42aRuS6w,Santa Barbara,PA,5.0,20
Glenn Dallas Gallery,Museum,"34.420955, -119.701742",8,yCxA2uybxz9WByw1saTAYA,Santa Barbara,AB,2.0,12
Upstage Party Bus,Tour operator,"36.1495067, -86.7779533",147,FNZJG8Ev79JKEszWRiNLLg,Nashville,LA,5.0,12
Clark Real Estate & Investments,Apartment building,"39.4914802, -119.8008858",96,dRfWRU2ve1cIzpowSbSp7w,Reno,FL,4.0,6
Clark Real Estate & Investments,Apartment rental agency,"39.4914802, -119.8008858",96,dRfWRU2ve1cIzpowSbSp7w,Reno,FL,4.0,6
F45 Training Royersford,Fitness center,"40.2141351, -75.4974265",7,XwTYhDdD_J6j6aM0troBOg,Royersford,FL,4.5,6
Cabana Spas,Day spa,"28.1864331, -82.359882",18,jwFOjCySd1YdFdPSk538xA,Wesley Chapel,PA,4.0,86
Holiday Spa | Asian Massage New Orleans,Massage spa,"29.9646506, -90.1948353",8,QQng-ifjEZhI1Vb9j0Hb4A,New Orleans,PA,4.0,75
Holiday Spa | Asian Massage New Orleans,Massage spa,"29.9646506, -90.1948353",8,30EBlR4c-osgEXVPXgve3w,Harahan,NJ,3.5,6
Holiday Spa | Asian Massage New Orleans,Massage spa,"29.9646506, -90.1948353",8,bWJbqXuyEgGr7Q8Xf8HUwA,New Orleans,IN,4.0,106
Holiday Spa | Asian Massage New Orleans,Day spa,"29.9646506, -90.1948353",8,QQng-ifjEZhI1Vb9j0Hb4A,New Orleans,PA,4.0,75
Holiday Spa | Asian Massage New Orleans,Day spa,"29.9646506, -90.1948353",8,30EBlR4c-osgEXVPXgve3w,Harahan,NJ,3.5,6
Holiday Spa | Asian Massage New Orleans,Day spa,"29.9646506, -90.1948353",8,bWJbqXuyEgGr7Q8Xf8HUwA,New Orleans,IN,4.0,106
Holiday Spa | Asian Massage New Orleans,Health spa,"29.9646506, -90.1948353",8,QQng-ifjEZhI1Vb9j0Hb4A,New Orleans,PA,4.0,75
Holiday Spa | Asian Massage New Orleans,Health spa,"29.9646506, -90.1948353",8,30EBlR4c-osgEXVPXgve3w,Harahan,NJ,3.5,6
Holiday Spa | Asian Massage New Orleans,Health spa,"29.9646506, -90.1948353",8,bWJbqXuyEgGr7Q8Xf8HUwA,New Orleans,IN,4.0,106
Aisha's Threading Salon,Facial spa,"39.950843, -75.174373",54,HThZ53HBR4UktXa2TyCaaQ,Philadelphia,LA,4.0,5
Aisha's Threading Salon,Facial spa,"39.950843, -75.174373",54,H8u-gnn80Am8ejA3YuOUyQ,Philadelphia,IN,4.0,174
Behold Salon And Spa (formerly Wax Lounge and Beauty Bar),Spa,"40.0453081, -75.3880801",28,zauWuV_H2cYBCBZ8XJzKlg,Wayne,PA,4.0,11
Behold Salon And Spa (formerly Wax Lounge and Beauty Bar),Spa,"40.0453081, -75.3880801",28,8ISLGzkgCHZ8rA7TJCkR3w,Wayne,TN,4.0,25
RSVP Massage and Bodyworks,Massage spa,"27.9277567, -82.2737332",28,iGzBolULf7y19lcIMH4Fiw,Brandon,PA,4.0,5
Sweet Mabel Art & Fine Craft,Art gallery,"40.0058409, -75.260661",18,bNpOwJGH4q1TGhWr7TB0Jg,Narberth,AB,4.0,6
CHRONOS Body Health Wellness,Day spa,"30.0079888, -90.1608581",98,mWG5fOJkykScStqjprHFmA,Metairie,LA,4.5,53
CHRONOS Body Health Wellness,Fitness center,"30.0079888, -90.1608581",98,mWG5fOJkykScStqjprHFmA,Metairie,LA,4.5,53
CHRONOS Body Health Wellness,Medical spa,"30.0079888, -90.1608581",98,mWG5fOJkykScStqjprHFmA,Metairie,LA,4.5,53
La Massage,Massage spa,"29.9078624, -90.0303734",8,GbrfMh-DKrXc0JEXgUC1hg,Terrytown,AB,2.5,5
Tao Spa,Massage spa,"40.1009377, -75.1490542",38,wtU-Qko3XGVIX92hkS-WDA,Glenside,MO,4.0,17
Nashville Travel Medicine,Travel clinic,"36.174757, -86.6035181",8,5k-xZVSHt44YLwor4NQOyQ,Hermitage,TN,1.5,11
U-Haul of Somerdale,Truck rental agency,"39.8490746, -75.0228262",54,6WBHCXHfLAG26n0ALAkoPA,Somerdale,LA,1.5,11
U-Haul of Somerdale,Van rental agency,"39.8490746, -75.0228262",54,6WBHCXHfLAG26n0ALAkoPA,Somerdale,LA,1.5,11
Big Bus Tours,Tour operator,"39.9375741, -75.2037673",38,AGR4G6RCCjzmtVk0xjLTrg,Philadelphia,IN,4.5,20
Big Bus Tours,Tour operator,"39.9375741, -75.2037673",38,1wtu-suzLFtKbT4PFO2Osg,Philadelphia,LA,3.0,51
Lyft Tampa - Express Drive North,Car rental agency,"28.0425265, -82.4602977",28,CoNaFp91nfnZiPk9R3Jcaw,Tampa,IN,3.0,22
Tour Orleans,Tour operator,"29.9564675, -90.0627435",338,OM7W1kCHvhvThZrKRnA1PA,New Orleans,PA,4.5,340
Tour Orleans,Tour operator,"29.9564675, -90.0627435",338,Z2N8zAv6pVK_aDsiyplVhw,New Orleans,TN,4.0,9
3949 Apartments,Apartment complex,"38.6400341, -90.2427175",58,_Xck5LIn0CnWGRLfKv1J6g,St. Louis,NV,3.5,7
Capital Resorts Group,Resort hotel,"27.7731276, -82.63509379999999",75,HcSYHfvmJqrbcdc-foZSVg,St. Petersburg,PA,4.5,9
Serenity Day Spa,Day spa,"40.3260405, -75.1263982",48,Gf_HwBa0jcALXFj19XN1Qg,Doylestown,IL,4.0,18
Powerhouse Gym of Philadelphia,Fitness center,"40.0542945, -75.0896767",88,5ri94LTQqYp0YMuVhyqJPA,Philadelphia,FL,3.0,8
Powerhouse Gym of Philadelphia,Fitness center,"40.0542945, -75.0896767",88,G3PjjY-Ai1AEEA83TroSbQ,Philadelphia,AZ,3.5,28
Live Theatre Workshop,Performing arts theater,"32.2646377, -110.9219304",38,VNSgvCg6Wyna8xqA_wCgVQ,Tucson,PA,5.0,16
Live Theatre Workshop,Drama theater,"32.2646377, -110.9219304",38,VNSgvCg6Wyna8xqA_wCgVQ,Tucson,PA,5.0,16
Contreras Gallery and Jewelry (Silversmiths) Custom handmade silver and turquoise jewelry.,Art gallery,"32.2275437, -110.9697077",8,1xeDJerv3yWe9aeHE_3oXg,Tucson,TN,4.5,6
Primary Health Medical Group Chinden & Linder,Urgent care center,"43.6632563, -116.4172503",178,HVnVQorvrkLMlHBm0snPrw,Meridian,AZ,3.5,14
Big Machine Brewery & Distillery,Karaoke,"36.1607664, -86.7752083",88,yGsmSJR1GYQsFNVbCdLolg,Nashville,FL,3.5,97
Seigel Suites,Hotel,"32.1645379, -110.9154108",1,wstNWbkW_sKzSBWj_bOf4A,Tucson,PA,2.0,13
Swell Athletic Clubs,Fitness center,"34.413384, -119.7003408",64,6jomGWEI4ryImrWPguUQQQ,Santa Barbara,NJ,3.0,55
The Sterling Apartment Homes,Apartment building,"39.95443, -75.17036",102,a1WNj5IBXCBBavXUoxDHbA,Philadelphia,FL,2.0,70
Londono Art Studio,Art gallery,"28.155953, -82.756509",5,6rXUoohWBW5xV7AKaXeFOQ,Tampa Bay,MO,5.0,6
iBalance Wellness Spa,Spa,"32.2505611, -110.8465486",48,xV8iGQWNVbUrrtb6x1dBlw,Tucson,IN,4.5,8
Brüka Theatre,Performing arts theater,"39.5255171, -119.8130348",52,fNfnyVFfn7B9zuU7cYyk3Q,Reno,FL,4.5,37
Crispus Attucks Museum (Indpls Public Schools),History museum,"39.7829242, -86.169851",34,a0V8JmdhcMg4PDKKUB4Tcg,Indianapolis,MO,4.5,5
Crispus Attucks Museum (Indpls Public Schools),Tourist attraction,"39.7829242, -86.169851",34,a0V8JmdhcMg4PDKKUB4Tcg,Indianapolis,MO,4.5,5
Louis Bluver Theatre,Performing arts theater,"39.9468698, -75.1671697",16,cX-g1iOlexkMU-jKINKTKQ,Philadelphia,PA,5.0,10
Louis Bluver Theatre,Performing arts theater,"39.9468698, -75.1671697",16,KLua_5a3AsP-1TnjjjhW3w,Philadelphia,LA,2.5,18
About Face,Spa,"43.6179102, -116.2175741",13,a1u73fxmEcBwH1Wh0FX-qA,Boise,AZ,3.5,14
Americana Inn & Suites,Hotel,"28.0686995, -82.455939",8,paVqQrM0yga3gTlU2Z1m0g,Tampa,FL,1.5,10
The Key Escape Rooms,Escape room center,"39.6696625, -86.1790699",68,TEmc9Mh1wK8nonh6dU6nTQ,Indianapolis,FL,3.0,7
Brazilian Wax Studio and Spa,Facial spa,"40.0676663, -75.0056414",55,WbhbX18YghYXNe321biFJg,Philadelphia,FL,5.0,6
Breakout Games - Indianapolis (Castleton),Escape room center,"39.9085231, -86.0442283",2868,t9zmHNGVu7z_hcXap8szsw,Indianapolis,NV,4.5,69
Noah Property,Hotel,"38.7602964, -90.4590111",1,IUa0NkHVl4_jwOkNHQzSXg,Earth City,NJ,3.5,8
PT's Showclub Indianapolis,Night club,"39.8358516, -86.0297337",83,O47XAqORcYo9q2gNd82hXA,Indianapolis,PA,3.0,18
Sixt Rent A Car,Car rental agency,"27.9636625, -82.5347651",1524,Ouiw1DmBI-CFd2FEvC0jow,Tampa,PA,1.5,14
Sixt Rent A Car,Van rental agency,"27.9636625, -82.5347651",1524,Ouiw1DmBI-CFd2FEvC0jow,Tampa,PA,1.5,14
Sky Zone Trampoline Park,Amusement center,"38.5139375, -90.4421047",1302,BrNKQ9NeS7HSKrzCbAHC2Q,Fenton,IN,3.5,24
Sky Zone Trampoline Park,Theme park,"38.5139375, -90.4421047",1302,BrNKQ9NeS7HSKrzCbAHC2Q,Fenton,IN,3.5,24
Sky Zone Trampoline Park,Tourist attraction,"38.5139375, -90.4421047",1302,BrNKQ9NeS7HSKrzCbAHC2Q,Fenton,IN,3.5,24
Shalom Memorial Park,Memorial park,"40.1341579, -75.0266508",18,mN6ii5R6_p7sP-buEnYAkg,Huntingdon Valley,MO,2.5,8
Liberty Travel,Travel agency,"39.9511125, -75.1667022",98,eUPf2XQgiZEVRO8-5RrSng,Philadelphia,AB,2.5,32
East Lawn Palms Mortuary & Cemetery,Memorial park,"32.2541077, -110.8690292",126,g4uL2GkFnZf-LkxWz3dtYg,Tucson,TN,4.0,9
Apollo Beach,Beach,"27.7716947, -82.4062046",68,xS3VPU29G7v5Sg5ggKbArQ,Apollo Beach,NV,4.5,5
Dolphin Racer,Tourist attraction,"27.7479563, -82.7449444",348,CaHPh66umOcEFcQnVQmRfA,Clearwater,FL,2.5,15
Dolphin Racer,Cruise agency,"27.7479563, -82.7449444",348,CaHPh66umOcEFcQnVQmRfA,Clearwater,FL,2.5,15
"Noorani Medical Center: Nazneen Noorani, MD",Medical Center,"27.8940911, -82.3204169",448,mBqpheFzVjEerkTaakUoZw,Riverview,FL,4.0,8
Republic Parking,Parking lot,"43.6167386, -116.2070272",1,1KnmkIFa2gVwK4DavsqECA,Boise,FL,3.5,26
LCMC Health Urgent Care,Urgent care center,"29.8741638, -90.0953405",256,EFACG6keDPvNpQuG0-6Iwg,Marrero,ID,3.5,7
Ascott Place Apartments,Apartment building,"28.0747421, -82.4241297",68,MUNh-0wGV206TOmxJxNGig,Tampa,MO,2.0,7
MinuteClinic,Urgent care center,"27.9377092, -82.4836294",16,FXO0fSxnJuTF83kN64qgug,Tampa,FL,1.5,17
DaVita Granite City Dialysis Center,Medical Center,"38.7239886, -90.1243909",4,txvdbxVsjimHWDxU2PDNwQ,Granite City,TN,4.5,21
Hand and Stone Massage and Facial Spa,Day spa,"36.0332027, -86.7897969",121,3ZdUTr-rDa5IMa6NeUq03Q,Brentwood,IN,4.5,89
Hand and Stone Massage and Facial Spa,Day spa,"36.0332027, -86.7897969",121,lWQd4AKB6ayuEKB14unSRw,Brentwood,PA,4.0,81
Hand and Stone Massage and Facial Spa,Day spa,"36.0332027, -86.7897969",121,KGkCY7_EWVuJ-86ZPL7UtA,Brentwood,TN,3.0,17
Hand and Stone Massage and Facial Spa,Facial spa,"36.0332027, -86.7897969",121,3ZdUTr-rDa5IMa6NeUq03Q,Brentwood,IN,4.5,89
Hand and Stone Massage and Facial Spa,Facial spa,"36.0332027, -86.7897969",121,lWQd4AKB6ayuEKB14unSRw,Brentwood,PA,4.0,81
Hand and Stone Massage and Facial Spa,Facial spa,"36.0332027, -86.7897969",121,KGkCY7_EWVuJ-86ZPL7UtA,Brentwood,TN,3.0,17
Hand and Stone Massage and Facial Spa,Spa,"36.0332027, -86.7897969",121,3ZdUTr-rDa5IMa6NeUq03Q,Brentwood,IN,4.5,89
Hand and Stone Massage and Facial Spa,Spa,"36.0332027, -86.7897969",121,lWQd4AKB6ayuEKB14unSRw,Brentwood,PA,4.0,81
Hand and Stone Massage and Facial Spa,Spa,"36.0332027, -86.7897969",121,KGkCY7_EWVuJ-86ZPL7UtA,Brentwood,TN,3.0,17
SerenBe Day Spa,Day spa,"28.0548366, -82.3814761",18,b3wN-qUH1YXDI1dhKW319A,Tampa,PA,3.0,10
SerenBe Day Spa,Facial spa,"28.0548366, -82.3814761",18,b3wN-qUH1YXDI1dhKW319A,Tampa,PA,3.0,10
SerenBe Day Spa,Spa,"28.0548366, -82.3814761",18,b3wN-qUH1YXDI1dhKW319A,Tampa,PA,3.0,10
Models Massage,Massage spa,"39.9555667, -86.043898",498,hcWX8PYR5t_5ONnbRlv75g,Indianapolis,DE,2.5,6
Models Massage,Spa,"39.9555667, -86.043898",498,hcWX8PYR5t_5ONnbRlv75g,Indianapolis,DE,2.5,6
Shorty's Nightclub,Night club,"43.6546029, -116.2805028",1,l6vfUuv9KRsCC7WV5he2gg,Boise,LA,3.5,24
Foot Finesse,Massage spa,"39.9131209, -86.130916",98,5N_O2fSjxIosz6yaCWtQ9g,Indianapolis,FL,4.5,9
Loveworn,Art gallery,"34.4133227, -119.688799",8,la1UYQMEMNlxM4Pneku9zw,Santa Barbara,DE,4.5,15
Wilmington 1st Walk-In,Urgent care center,"39.7690375, -75.5336293",64,ejQ1ZEOYdTX3x6puMMDdUw,Wilmington,TN,2.0,7
Wilmington 1st Walk-In,Medical Center,"39.7690375, -75.5336293",64,ejQ1ZEOYdTX3x6puMMDdUw,Wilmington,TN,2.0,7
Northwest Urgent Care at Duval Mine Road,Urgent care center,"31.9021313, -110.9923649",208,mdlWkVgVv7Tgn3OlZGUxIQ,Green Valley,FL,3.5,77
Northwest Urgent Care at Duval Mine Road,Urgent care center,"31.9021313, -110.9923649",208,Pr3gTXivARfkH5n1E6altg,Green Valley,ID,2.0,35
Northwest Urgent Care at Duval Mine Road,Urgent care center,"31.9021313, -110.9923649",208,gC6naL9NMQrRZJjk_NVU8Q,Sahuarita,PA,4.5,37
LTC Language Solutions,Cultural center,"39.9163626, -86.0701656",52,1GdX-z6zF4SdLy-MktKnyg,Indianapolis,AZ,4.5,6
Subaru Park,Stadium,"39.832793, -75.3784567",2054,gqgP2TP8HvhnVRPQruKejQ,Chester,AB,5.0,12
European Wax Center,Spa,"27.929523, -82.5072963",109,So8_ZJtYUi2N9iBvZVBpeA,Tampa,NJ,4.5,70
Nola Pedal Barge,Sightseeing tour agency,"29.9906183, -89.9411058",28,AZt9mw0inMiXvQNP8_P6XQ,New Orleans,PA,4.0,15
Nola Pedal Barge,Boat tour agency,"29.9906183, -89.9411058",28,AZt9mw0inMiXvQNP8_P6XQ,New Orleans,PA,4.0,15
King and Queen Massage & Spa,Massage spa,"40.1384684, -75.1132549",98,XTVlIRK2X9XYGCv-1OiaFw,Abington,CA,4.0,45
"ADORN,LLC",Art gallery,"29.9573924, -90.065097",8,HuyJXC94ZsaFhN0BUqw80w,New Orleans,TN,4.5,18
Planet Fitness,Fitness center,"29.916714, -90.049194",678,qNiZVduTtw3d1zGjHSM9zg,Gretna,PA,3.0,42
Planet Fitness,Spa and health club,"29.916714, -90.049194",678,qNiZVduTtw3d1zGjHSM9zg,Gretna,PA,3.0,42
Cool Stuff Period,Art gallery,"38.6233515, -90.2821445",37,OcUo-GNlVvMJknPcYu1_eA,St Louis,IN,4.5,10
Que Bonita furniture,Art gallery,"32.2502155, -110.8438831",58,PS-XjhgCEKLuOiPYPGsUDA,Tucson,DE,4.0,18
Woodfield Fine Art,Art gallery,"27.7712255, -82.664209",18,hj_hcM2Xi69Vh1i9sGav6Q,Saint Petersburg,MO,4.5,23
Myriad Health + Fitness,Fitness center,"39.7807232, -86.1615843",56,GgUkBi6RHLQ4Joyo0MWpBg,Indianapolis,AZ,5.0,19
Myriad Health + Fitness,Fitness center,"39.7807232, -86.1615843",56,opc3EJEtZADpu_vgu8D46Q,Indianapolis,IN,5.0,15
1 dock st,Parking lot,"39.9463008, -75.1435473",3,65TDxeJI6mFStXxSqAcYWA,Philadelphia,PA,3.0,23
1 dock st,Parking lot,"39.9463008, -75.1435473",3,_tZhtCocFzXihnF7-CXUTw,Philadelphia,MO,2.0,8
Orchid Lash and Spa,Day spa,"27.9485767, -82.7961705",13,nn4rJwyoD5g9XWXFgY2bSA,Clearwater,FL,3.5,6
Bayside Arbors of Clearwater,Apartment building,"27.9544739, -82.7224275",114,8T63S0iFLgoate0gN6P9Tg,Clearwater,PA,2.0,12
Bayside Arbors of Clearwater,Apartment rental agency,"27.9544739, -82.7224275",114,8T63S0iFLgoate0gN6P9Tg,Clearwater,PA,2.0,12
Tributary Whitewater Tours - GUIDED Truckee River Whitewater Rafting,Boat tour agency,"39.382598, -120.084046",38,VMP_tCZXcuJuiNUCBshd8w,Truckee,TN,5.0,28
Tributary Whitewater Tours - GUIDED Truckee River Whitewater Rafting,Raft trip outfitter,"39.382598, -120.084046",38,VMP_tCZXcuJuiNUCBshd8w,Truckee,TN,5.0,28
Tributary Whitewater Tours - GUIDED Truckee River Whitewater Rafting,Tourist attraction,"39.382598, -120.084046",38,VMP_tCZXcuJuiNUCBshd8w,Truckee,TN,5.0,28
Tributary Whitewater Tours - GUIDED Truckee River Whitewater Rafting,Tourist information center,"39.382598, -120.084046",38,VMP_tCZXcuJuiNUCBshd8w,Truckee,TN,5.0,28
Gallery 113,Art gallery,"34.4230427, -119.7032863",8,JWFpjvCc_nkNDVtMPx1ZGg,Santa Barbara,LA,4.5,12
Kimpton Hotel Fontenot,Hotel,"29.9485372, -90.0673229",8,3uTpN9lxvTbJpx9KkH1v0g,New Orleans,PA,4.0,44
Northwest Urgent Care at Speedway,Urgent care center,"32.239152, -111.0054712",88,zO63I0q1jhMPRA2uucboBQ,Tucson,PA,2.5,9
The Vicious Cycle,Fitness center,"39.868743, -74.8091695",58,U8RlBEjD4Tm2EjdPZdJz8g,Medford,IN,5.0,30
Concierge Connection,Hotel,"29.9528635, -90.0720834",3,ig7R0eXNoC9X6AF72fhD5A,New Orleans,PA,4.5,5
Londonbury at Millennium,Apartment complex,"40.071042, -75.3014032",78,sXwfVj2RbN_mJyBPRbIldA,Conshohocken,PA,2.0,5
Medusa lounge,Night club,"28.0172149, -82.4850266",25,IKpNcm7-qv2ffMSBoA9thA,Tampa,FL,4.5,17
MacroSun International,Art gallery,"38.6319728, -90.1988514",8,rcIFKLwbmTdniOHIPfWIVQ,Saint Louis,CA,4.5,8
Boot Scootin Rodeo,Night club,"29.9573465, -90.0665566",28,1gIXS-c3kKPevh6mkHzxIg,New Orleans,FL,4.0,32
